"","receta","ingredientes"
"1137",134,"additional fresh cilantro"
"1138",134,"additional tomato"
"1139",135,"sugar"
"1140",135,"scalded milk"
"1141",135,"water"
"1142",135,"vanilla extract"
"1143",135,"whites"
"1144",135,"baked pastry shell"
"1145",135,"unflav"
"1146",135,"yolks"
"1147",135,"vanilla"
"1148",135,"semisweet chocolate bits"
"1149",135,"sugar"
"1150",136,"sugar"
"1151",136,"flour"
"1152",136,"cocoa"
"1153",136,"baking powder"
"1154",136,"salt"
"1155",136,"butter"
"1156",136,"vanilla"
"1157",136,"packed brown sugar"
"1158",136,"cocoa"
"1159",136,"water"
"1160",136,"kirsch"
"1161",136,"almond"
"1162",136,"cherry filling"
"1163",137,"black beluga lentils"
"1164",137,"leaf"
"1165",137,"salt freshly pepper"
"1166",137,"olive"
"1167",137,"shallot green onion"
"1168",137,"kasha"
"1169",137,"slivered almonds"
"1170",137,"pepper"
"1171",137,"ripe tomato"
"1172",137,"fresh sweet"
"1173",137,"onion"
"1174",137,"lime vinaigrette"
"1175",137,"tender young"
"1176",138,"paprika"
"1177",138,"salt"
"1178",138,"pepper"
"1179",138,"cumin"
"1180",138,"thyme"
"1181",138,"white pepper"
"1182",138,"onion powder"
"1183",138,"chicken breast"
"1184",139,""
"1185",139,"beef"
"1186",139,"green onions"
"1187",139,"bottled chili sauce"
"1188",139,"chili powder"
"1189",139,"salt"
"1190",139,"pepper"
"1191",140,"powdered sugar"
"1192",140,"unbleached flour"
"1193",140,"whites"
"1194",140,"cream tartar"
"1195",140,"vanilla extract"
"1196",140,"salt"
"1197",140,"cool whip liteâ¨"
"1198",140,"blueberry yogurt"
"1199",140,"additional powdered sugar"
"1200",140,"hours"
"1201",141,"flour"
"1202",141,"sugar"
"1203",141,"baking powder"
"1204",141,"salt"
"1205",141,"blueberries"
"1206",141,"milk"
"1207",141,"salad"
"1208",142,"vanilla wafer crumbs"
"1209",142,"granulated sugar"
"1210",142,"butter"
"1211",142,"vanilla extract"
"1212",142,"granulated sugar"
"1213",142,"purpose flour"
"1214",142,"salt"
"1215",142,"halfhalf cream"
"1216",142,"yolks"
"1217",142,"butter"
"1218",142,"vanilla extract"
"1219",142,"confectioners sugar"
"1220",142,"fresh blueberried"
"1221",142,"granulated sugar"
"1222",143,"butter"
"1223",143,"sugar"
"1224",143,"eggs"
"1225",143,"vanilla extract"
"1226",143,"unbleached purpose flour"
"1227",143,"baking powder"
"1228",143,"yolks"
"1229",143,"milk"
"1230",143,"blueberries"
"1231",143,"unbleached purpose flour"
"1232",143,"sugar"
"1233",143,"brown sugar"
"1234",143,"cinnamon"
"1235",143,"nutmeg"
"1236",143,"butter"
"1237",144,"fresh"
"1238",144,"sugar"
"1239",144,"blueberry vinegar"
"1240",144,"sour cream"
"1241",144,"flour"
"1242",144,"brown sugar"
"1243",144,"baking soda"
"1244",144,"ginger"
"1245",144,"salt"
"1246",144,"cinnamon"
"1247",144,"mace"
"1248",144,"eggs"
"1249",144,"molasses"
"1250",144,"butter"
"1251",144,"powdered sugar fresh blueberries"
"1252",144,"vanilla cream"
"1253",144,"cinnamon"
"1254",145,"purpose flour"
"1255",145,"sugar"
"1256",145,"baking powder"
"1257",145,"salt"
"1258",145,"whites"
"1259",145,"orange juice"
"1260",145,"cooking"
"1261",145,"vanilla"
"1262",145,"fresh"
"1263",146,"fresh blueberries"
"1264",146,"nectarines"
"1265",146,"orange juice"
"1266",146,"lemon juice"
"1267",146,"vanilla cream"
"1268",147,"flour"
"1269",147,"sugar"
"1270",147,"baking powder"
"1271",147,"baking soda"
"1272",147,"yolks"
"1273",147,"whites"
"1274",147,"margarine"
"1275",147,"yogurt"
"1276",147,"blueberries"
"1277",148,"cream cheese"
"1278",148,"eggs"
"1279",148,"vanilla extract"
"1280",148,"sour cream"
"1281",148,"brown sugar"
"1282",148,"chocolate chips"
"1283",148,"graham cracker crumbs"
"1284",148,"butter"
"1285",149,"butter"
"1286",149,"garlic"
"1287",149,"curry powder"
"1288",149,"steamed"
"1289",149,"defatted chicken broth"
"1290",149,"evap"
"1291",149,"salt pepper taste"
"1292",149,"steamed asparagas spears pieces"
"1293",150,"graham"
"1294",150,"white flour"
"1295",150,"molasses"
"1296",150,"baking soda"
"1297",150,"salt"
"1298",150,"sour milk make dough"
"1299",151,"nestles milk chocolate bars"
"1300",151,"bakers german sweet choc"
"1301",151,"dove milk chocolate"
"1302",151,"cookie dough"
"1303",152,"carrot"
"1304",152,"onion"
"1305",152,"clove garlic"
"1306",152,"sprigs parsley"
"1307",152,"black peppercorns"
"1308",152,"leaf"
"1309",152,"white wine"
"1310",152,"vinegar"
"1311",152,"water"
"1312",152,"wild turkey bourbon"
"1313",153,""
"1314",153,"bean cheese"
"1315",153,"sherry"
"1316",153,"sugar"
"1317",153,"sauce"
"1318",153,"salt"
"1319",153,"stock"
"1320",154,"winter squash"
"1321",154,"golden raisins"
"1322",154,"shallot"
"1323",154,"cardamom pods"
"1324",154,"cumin"
"1325",154,"dried"
"1326",154,"dried apricots"
"1327",154,"prunes"
"1328",154,"chicken stock"
"1329",154,"orange juice"
"1330",154,"salt pepper"
"1331",154,"lemon juice"
"1332",154,"lemon zest"
"1333",154,"lightly toasted almonds"
"1334",154,"fresh mint leaves"
"1335",154,"olive spray"
"1336",155,"wide mouth canning jars"
"1337",155,"lids ones"
"1338",155,"rings okay ones"
"1339",155,"whites"
"1340",155,"granulated sugar"
"1341",155,"margarine"
"1342",155,"zucchini"
"1343",155,"vanilla"
"1344",155,"unbleached flour"
"1345",155,"salt"
"1346",155,"baking soda"
"1347",155,"baking powder"
"1348",155,"cinnamon"
"1349",155,"nutmeg"
"1350",155,"cloves"
"1351",156,"eggs"
"1352",156,"milk"
"1353",156,"sugar"
"1354",156,"cinnamon"
"1355",156,"vanilla"
"1356",156,"salt"
"1357",156,"bread cubes"
"1358",156,"raisins"
"1359",156,"cake"
"1360",156,"milk"
"1361",156,"sugar"
"1362",156,"raisins"
"1363",156,"nutmeg"
"1364",157,"raisins"
"1365",157,"grappa"
"1366",157,"eggs"
"1367",157,"sugar"
"1368",157,"milk"
"1369",157,"vanilla extract"
"1370",157,"stale bread cubes"
"1371",158,"loaves stale bread"
"1372",158,"milk"
"1373",158,"eggs"
"1374",158,"evap"
"1375",158,"water"
"1376",158,"butter"
"1377",158,"sugar"
"1378",158,"vanilla"
"1379",158,"nutmeg"
"1380",158,"cinnamon"
"1381",158,"butter"
"1382",158,"sugar"
"1383",158,"water"
"1384",158,"butter"
"1385",158,"jack daniels"
"1386",159,"eggs"
"1387",159,"milk"
"1388",159,"orange marmalade"
"1389",159,"sugar"
"1390",159,"vanilla"
"1391",159,"cinnamon"
"1392",159,"bread"
"1393",159,"raisins"
"1394",160,"flour"
"1395",160,"yeast"
"1396",160,"milk"
"1397",160,"sugar"
"1398",160,"salt"
"1399",160,"butter"
"1400",161,"canadian bacon"
"1401",161,"mini bagels"
"1402",161,"substitute"
"1403",161,"salt"
"1404",161,"dill weed"
"1405",161,"scallions"
"1406",162,"traditional pizza dough"
"1407",162,"vegetable"
"1408",162,"tomatoes"
"1409",162,"salt pepper"
"1410",162,"bacon"
"1411",162,"eggs"
"1412",162,"bread flour"
"1413",162,"salt"
"1414",162,"active dried yeast"
"1415",162,"sugar"
"1416",162,"warm water"
"1417",162,"olive"
"1418",163,"pancetta"
"1419",163,"olive"
"1420",163,"onion"
"1421",163,"garlic"
"1422",163,"lentils"
"1423",163,"lowsodium chicken broth"
"1424",163,"fresh sage"
"1425",163,"salt"
"1426",163,"pepper"
"1427",164,"butter"
"1428",164,"mushrooms"
"1429",164,"scallions"
"1430",164,"parsley"
"1431",164,"brie"
"1432",164,"puff pastry"
"1433",164,"apple"
"1434",165,"wheel ripe brie"
"1435",165,"walnuts"
"1436",165,"fresh dill"
"1437",165,"poppy seeds"
"1438",165,"watercress"
"1439",165,"slivered almonds"
"1440",165,"chives"
"1441",166,"cucumbers"
"1442",166,"salt"
"1443",166,"beef"
"1444",166,"vinegar"
"1445",166,"bacon"
"1446",166,"onion"
"1447",166,"water"
"1448",166,"vinegar"
"1449",167,"flour"
"1450",167,"sugar"
"1451",167,"yeast"
"1452",167,"salt"
"1453",167,"eggs"
"1454",167,"butter"
"1455",168,"onions"
"1456",168,"beef brisket"
"1457",168,"beer"
"1458",168,"dried prunes"
"1459",168,"dried apricots"
"1460",168,"brown sugar"
"1461",168,"orange marmalade"
"1462",168,"brandy"
"1463",168,"grated lemon peel"
"1464",168,"lemon juice"
"1465",168,"ginger"
"1466",168,"cinnamon"
"1467",168,"black pepper"
"1468",169,"broccoli"
"1469",169,"sour cream"
"1470",169,"mayonnaise"
"1471",169,"grated parmesan cheese"
"1472",169,"cheddar cheese"
"1473",169,"green onion"
"1474",169,"curry powder"
"1475",169,"salt"
"1476",169,"squeeze lemon juice"
"1477",170,"broccoli"
"1478",170,"eggs"
"1479",170,"milk"
"1480",170,"cheese choice swiss"
"1481",170,"salt pepper"
"1482",170,"nutmeg"
"1483",170,"rice"
"1484",170,"sauce"
"1485",171,"crust"
"1486",171,"frozen broccoli"
"1487",171,"onion"
"1488",171,"butter"
"1489",171,"evap"
"1490",171,"eggs"
"1491",171,"chicken bouillon"
"1492",171,"swiss cheese"
"1493",171,"flour"
"1494",172,"size leeks"
"1495",172,"nondiet"
"1496",172,"chicken stock"
"1497",172,"peeled potatoes"
"1498",172,"broccoli"
"1499",172,"white pepper"
"1500",172,"milk"
"1501",172,"salt taste"
"1502",172,"lemon juice"
"1503",172,"chives"
"1504",173,"broccoli"
"1505",173,"salt"
"1506",173,"pepper"
"1507",173,"sugar"
"1508",173,"mustard"
"1509",173,"cloves garlic"
"1510",173,"wine vinegar"
"1511",173,"olive"
"1512",173,"cream"
"1513",173,"chives"
"1514",173,"parsley"
"1515",173,"olive"
"1516",173,"capers"
"1517",174,"frozen broccoli"
"1518",174,"eggs"
"1519",174,"cream mushroom soup"
"1520",174,"mayonnaise"
"1521",174,"salt"
"1522",174,"pepper"
"1523",174,"grated sharp cheese"
"1524",174,"onion"
"1525",174,"english peas"
"1526",174,"cracker crumbs"
"1527",175,"honey"
"1528",175,"mustard"
"1529",175,"vinegar"
"1530",175,"parsley flakes"
"1531",175,"pepper sauce"
"1532",175,"salt"
"1533",176,"butter"
"1534",176,"chives"
"1535",176,"juice limes"
"1536",176,"grated lime rind"
"1537",176,"grated fresh ginger"
"1538",176,"fresh thyme leaves"
"1539",176,"coarse salt freshly"
"1540",176,"black pepper taste"
"1541",176,"halibut steaks"
"1542",176,"parsley"
"1543",177,"soft"
"1544",177,"butter"
"1545",177,"brown sugar"
"1546",177,"sweet sherry"
"1547",178,"scallops"
"1548",178,"olive"
"1549",178,"lemon pepper"
"1550",178,"garlic powder"
"1551",178,"lemon"
"1552",179,""
"1553",179,"chicken legs"
"1554",179,"cajunstyle sausage"
"1555",179,"garlic cloves"
"1556",179,"onion"
"1557",179,"green bell pepper"
"1558",179,"tomatoes"
"1559",179,"brown rice"
"1560",179,"powder"
"1561",179,"chicken broth"
"1562",179,"salt"
"1563",179,"peeled"
"1564",180,"instant chicken bouillon"
"1565",180,"brown rice"
"1566",180,"dried marj"
"1567",180,"snipped fresh parsley"
"1568",180,"fresh mushrooms"
"1569",180,"shredded carrot"
"1570",180,"green onion"
"1571",181,"fresh ginger"
"1572",181,"sauce"
"1573",181,"brown sugar"
"1574",181,"five spices"
"1575",181,"sherry"
"1576",182,"butter"
"1577",182,"sugar"
"1578",182,"eggs"
"1579",182,"vanilla"
"1580",182,"chocolate syrup"
"1581",182,"sifted flour"
"1582",182,"salt"
"1583",182,"walnuts"
"1584",182,"sugar"
"1585",182,"butter"
"1586",182,"milk"
"1587",182,"semisweet chocolate chips"
"1588",183,"blanched almonds"
"1589",183,"garlic cloves"
"1590",183,"fresh gingerroot"
"1591",183,"vegetable"
"1592",183,"chicken thighs"
"1593",183,"cloves"
"1594",183,"leaves"
"1595",183,"onions"
"1596",183,"cinnamon stick"
"1597",183,"cumin"
"1598",183,"cardamom"
"1599",183,"salt"
"1600",183,"cayenne pepper"
"1601",183,"plain yogurt"
"1602",183,"fresh"
"1603",184,"butter"
"1604",184,"pepper sauce"
"1605",184,"vegetable"
"1606",184,"chicken wings"
"1607",184,"blue cheese"
"1608",184,"mayonnaise"
"1609",184,"sour cream"
"1610",184,"lemon juice"
"1611",184,"wine vinegar"
"1612",185,"celery"
"1613",185,"onion"
"1614",185,"salt pepper taste"
"1615",186,"wheat pastry flour"
"1616",186,"yeast"
"1617",186,"cardamom"
"1618",186,"nutmeg"
"1619",186,"apple juice"
"1620",186,"maple syrup"
"1621",186,"butter"
"1622",186,"orange liqueur"
"1623",186,"white"
"1624",186,"poppy seeds"
"1625",186,"honey"
"1626",186,"butter"
"1627",187,"milk water"
"1628",187,"vanilla"
"1629",188,"sifted powdered sugar"
"1630",188,"butter"
"1631",188,"cream"
"1632",189,"butter flav"
"1633",189,"firmly packed brown sugar"
"1634",189,"milk"
"1635",189,"vanilla"
"1636",189,"purpose flour"
"1637",189,"salt"
"1638",189,"baking soda"
"1639",189,"semisweet chocolate chips"
"1640",189,"pecan pieces"
"1641",190,"sticks butter"
"1642",190,"sugar"
"1643",190,"eggs"
"1644",190,"grated lemon rind"
"1645",190,"purpose flour"
"1646",190,"milk"
"1647",190,"walnuts"
"1648",190,"candied cherries"
"1649",191,"selfrising flour"
"1650",191,"bacon"
"1651",191,"enough buttermilk dough"
"1652",192,"buttermilk"
"1653",192,"lowfat cottage cheese"
"1654",192,"mayonnaise"
"1655",192,"dill"
"1656",192,"pepper"
"1657",192,"bunch parsley"
"1658",192,"bell pepper"
"1659",192,"yellow onion"
"1660",193,"pancake"
"1661",193,"soda"
"1662",193,"eggs"
"1663",193,"buttermilk"
"1664",193,"thickness buttermilk"
"1665",193,"varies"
"1666",193,"melted butter"
"1667",194,"olive"
"1668",194,"onions"
"1669",194,"thyme sprigs"
"1670",194,"garlic cloves"
"1671",194,"butternut squash"
"1672",194,"flour"
"1673",194,"sage leaves"
"1674",194,"sage"
"1675",194,"parsley"
"1676",194,"salt pepper taste"
"1677",194,"gruyere cheese"
"1678",194,"milk"
"1679",194,"bread crumbs"
"1680",195,"cubed steaks"
"1681",195,"eggs"
"1682",195,"water"
"1683",195,"unbleached flour"
"1684",195,"vegetable"
"1685",195,"milk"
"1686",195,"instant chicken bouillon"
"1687",195,"chicken base"
"1688",195,"jalapeno seasoning salt"
"1689",195,"garlic salt"
"1690",195,"celery salt"
"1691",195,"salt"
"1692",195,"jalapeno powder"
"1693",195,"mexico chile powder"
"1694",196,"milk"
"1695",196,"heavy cream"
"1696",196,"louisiana coffee wchic"
"1697",197,"water"
"1698",197,"dark brown sugar"
"1699",197,"baking chocolate"
"1700",197,"cloves"
"1701",197,"cinnamon stick"
"1702",197,"coffee"
"1703",197,"vanilla"
"1704",197,"brandy"
"1705",197,"coffee liqueur"
"1706",198,"shrimp"
"1707",198,"chicken"
"1708",198,"creole seasoning"
"1709",198,"olive"
"1710",198,"onion"
"1711",198,"green bell pepper"
"1712",198,"celery"
"1713",198,"garlic"
"1714",198,"tomatoes"
"1715",198,"leaves"
"1716",198,"sauce"
"1717",198,"rice"
"1718",198,"chicken stock"
"1719",198,"andouille sausage"
"1720",198,"salt pepper"
"1721",199,"mayonnaise"
"1722",199,"salt"
"1723",199,"black pepper"
"1724",199,"pepper"
"1725",199,"lemon juice"
"1726",199,"catsup"
"1727",199,"chili sauce"
"1728",199,"tomatoes"
"1729",199,"green onions"
"1730",199,"cucumbers"
"1731",199,"salami"
"1732",199,"cubed turkey chicken"
"1733",199,"parsley"
"1734",111,"beef"
"1735",111,"condensed tomato soup"
"1736",111,"salsa"
"1737",111,"milk"
"1738",111,"flour"
"1739",111,"shredded cheddar cheese"
"1740",200,"nonfat milk"
"1741",200,"instant chicken bouillon"
"1742",200,"dried onion flakes"
"1743",200,"dried thyme"
"1744",200,"dried basil"
"1745",200,"pepper"
"1746",201,"servingsize pieces banana squash"
"1747",201,"granulated sugar"
"1748",201,"packed brown sugar"
"1749",201,"melted butter"
"1750",201,"salt"
"1751",202,"oranges"
"1752",202,"water"
"1753",202,"sugar"
"1754",202,"unbleached flour"
"1755",202,"baking powder"
"1756",202,"salt"
"1757",202,"butter regular margarine"
"1758",202,"sugar"
"1759",202,"eggs"
"1760",202,"milk"
"1761",203,"orange"
"1762",203,"lemon"
"1763",203,"creme cassis"
"1764",204,"butter"
"1765",204,"sugar"
"1766",204,"flour"
"1767",204,"sweetened coconut"
"1768",204,"vanilla"
"1769",204,"peppermint extract"
"1770",204,"food colouring"
"1771",205,"stewing chicken"
"1772",205,"water"
"1773",205,"onions"
"1774",205,"clove garlic"
"1775",205,"carrots"
"1776",205,"long grain rice"
"1777",205,"tomato"
"1778",205,"parsley leaves"
"1779",205,"cilantro"
"1780",205,"freshly pepper"
"1781",205,"salt"
"1782",205,"chicken gizzard"
"1783",206,"cannelloni noodles"
"1784",206,"butter"
"1785",206,"onions"
"1786",206,"mushrooms"
"1787",206,"spinach"
"1788",206,"chicken"
"1789",206,"nutmeg"
"1790",206,"salt"
"1791",206,"pepper"
"1792",206,"ricotta"
"1793",206,"cream"
"1794",207,"cantaloupes fresh"
"1795",207,"honey melons fresh"
"1796",208,"mayonnaise"
"1797",208,"capers drained"
"1798",208,"lemon juice"
"1799",208,"onion salt"
"1800",208,"tabasco sauce"
"1801",208,"equivalent"
"1802",209,"popped popc"
"1803",209,"packed brown sugar"
"1804",209,"margaring"
"1805",209,"vanilla"
"1806",209,"baking soda"
"1807",209,"cereal"
"1808",209,"popped popc"
"1809",209,"honey peanuts"
"1810",209,"margarine"
"1811",209,"packed brown sugar"
"1812",209,"vanilla"
"1813",210,"oats"
"1814",210,"flour"
"1815",210,"packed brown sugar"
"1816",210,"baking soda"
"1817",210,"margarine"
"1818",210,"nuts"
"1819",210,"chocolate chips"
"1820",210,"caramel candy"
"1821",210,"water"
"1822",211,"caramels"
"1823",211,"water"
"1824",211,"margarine"
"1825",211,"sugar"
"1826",211,"salt"
"1827",211,"vanilla"
"1828",211,"eggs"
"1829",211,"pecan"
"1830",211,"unbaked pastry shell"
"1831",212,"butter"
"1832",212,"brown sugar"
"1833",212,"cinnamon"
"1834",212,"granny smith apples"
"1835",212,"almond paste"
"1836",212,"sugar"
"1837",212,"butter"
"1838",212,"salt"
"1839",212,"vanilla"
"1840",212,"eggs"
"1841",212,"bread flour"
"1842",212,"brown sugar"
"1843",212,"cinnamon"
"1844",212,"salt"
"1845",212,"butter"
"1846",212,"blackberries"
"1847",212,"granulated sugar"
"1848",212,"orange juice"
"1849",212,"cinnamon"
"1850",212,"cloves"
"1851",212,"orange juice"
"1852",212,"creme fraiche"
"1853",212,"brown sugar taste"
"1854",213,"caramelized onions"
"1855",213,"salt"
"1856",213,"pepper"
"1857",213,"nutmeg"
"1858",213,"eggs"
"1859",213,"whites"
"1860",213,"evap"
"1861",213,"cooking spray"
"1862",214,"butter"
"1863",214,"brown sugar"
"1864",214,"brown sugar"
"1865",214,"eggs"
"1866",214,"vanilla extract"
"1867",214,"flour"
"1868",214,"baking powder"
"1869",214,"baking soda"
"1870",214,"salt"
"1871",214,"cardamom"
"1872",214,"sour cream"
"1873",214,"brown sugar"
"1874",214,"cinnamon"
"1875",214,"walnuts"
"1876",215,"water"
"1877",215,"vinegar"
"1878",215,"pepperc"
"1879",215,"sprig thyme"
"1880",215,"garlic clove"
"1881",215,"brown sugar"
"1882",215,"wine"
"1883",215,"juniper berries"
"1884",215,"leaves"
"1885",215,"grating nutmeg"
"1886",215,"sauce"
"1887",216,""
"1888",216,"garlic clove"
"1889",216,"salt taste"
"1890",216,"green chile sauce"
"1891",216,"grated mild cheddar cheese"
"1892",217,"green peppers"
"1893",217,"olive"
"1894",217,"pimentoes"
"1895",217,"onions"
"1896",217,"cans tomatoes"
"1897",218,"star anise"
"1898",218,"carrots"
"1899",218,"sugar"
"1900",218,"butter"
"1901",218,"salt"
"1902",219,"dark"
"1903",219,"orangeflav"
"1904",219,"mixed candied fruit"
"1905",219,"whipping cream"
"1906",219,"french vanilla cream slightly"
"1907",219,"pistachio nuts"
"1908",219,"semisweet chocolate"
"1909",219,"whipped cream candied cherries"
"1910",220,"dried blackeyed peas"
"1911",220,"water"
"1912",220,"substitute twocups beps"
"1913",220,"canola"
"1914",220,"onion"
"1915",220,"green bell pepper"
"1916",220,"mushrooms"
"1917",220,"cloves garlic"
"1918",220,"collards"
"1919",220,"reducedsodium tomato sauce"
"1920",220,"reducedsodium ketchup"
"1921",220,"molasses"
"1922",220,"honey"
"1923",220,"mustard"
"1924",220,"fresh parsley"
"1925",220,"pepper sauce"
"1926",220,"vinegar"
"1927",221,"vegetable"
"1928",221,"ketchup"
"1929",221,"wine vinegar"
"1930",221,"onion"
"1931",221,"sugar"
"1932",221,"salt"
"1933",221,"spinach"
"1934",221,"tomatoes"
"1935",221,"water chestnuts"
"1936",221,"chow mein noodles"
"1937",221,"hardboiled eggs"
"1938",221,"bacon"
"1939",222,"cauliflower"
"1940",222,"celery"
"1941",222,"curry powder"
"1942",222,"salt"
"1943",222,"chicken broth"
"1944",222,"butter"
"1945",222,"flour"
"1946",222,"milk"
"1947",222,"chives"
"1948",223,"cabbage"
"1949",223,"cheddar"
"1950",223,"celery"
"1951",223,"beer"
"1952",223,"caraway"
"1953",223,"milk"
"1954",223,"butter"
"1955",223,"flour"
"1956",224,"fresh snapper fillet"
"1957",224,"lemon juice"
"1958",224,"tomato puree"
"1959",224,"tomato juice"
"1960",224,"salt"
"1961",224,"manzanillo olives"
"1962",224,"tabasco sauce"
"1963",224,"fresh jalapeno pepper"
"1964",224,"fresh parsley"
"1965",224,"onion"
"1966",225,"snapper fillets"
"1967",225,"small peeled deveined rimp"
"1968",225,"scallops"
"1969",225,"juice limes"
"1970",225,"marinade"
"1971",225,"white onion"
"1972",225,"serrano peppers"
"1973",225,"tomatoes"
"1974",225,"pimentostuffed green olives"
